ano,sigla_uf,rede,escolaridade,numero_docentes,prop_docentes_rais,rem_bruta_rais_1_quartil,rem_bruta_rais_mediana,rem_bruta_rais_media,rem_bruta_rais_3_quartil,rem_bruta_rais_desvio_padrao,carga_horaria_media_semanal,rem_media_40_horas_semanais
2014,AM,privada,total,4627,75.25394,1108.58,1680.36,2119.008,2798.36,1379.349,33.99871,2493.046
2014,AP,privada,total,1297,65.30455,1023.89,1399.175,1666.416,2017.705,924.3236,29.24871,2278.96
2014,PA,privada,total,11899,57.56786,913.85,1222.96,1667.31,1967.522,1226.611,27.94147,2386.86
2014,RO,privada,total,2804,56.95435,1036.08,1509.17,1866.673,2318.04,1128.085,30.17242,2474.675
2014,RR,privada,total,683,77.89165,1011.395,1687.46,1877.32,2288.89,1142.934,33.58356,2235.998
2014,TO,privada,total,2132,64.49343,1090.94,1605.7,1950.032,2336.54,1567.162,31.38921,2484.971
2014,ES,privada,total,6954,78.5591,1163.0,1681.24,2006.255,2441.83,1344.421,29.91372,2682.721
2014,MG,privada,total,52836,64.70399,1151.81,1652.12,2044.181,2473.32,1366.493,28.78065,2841.049
2014,RJ,privada,total,64469,74.01232,927.61,1173.23,1759.918,1962.13,1624.3,29.79468,2362.728
2014,SP,privada,total,143218,81.14413,1304.548,1891.13,2464.566,2876.35,1891.688,31.31786,3147.808
2014,PR,privada,total,33297,67.57666,1010.84,1432.45,1813.036,2144.08,1259.124,28.48448,2545.998
2014,RS,privada,total,27329,73.82634,1122.64,1609.67,1961.818,2411.0,1227.028,27.06247,2899.688
2014,SC,privada,total,16525,78.7534,1143.99,1686.23,1955.276,2443.72,1146.977,30.52736,2561.997
2015,DF,privada,total,9945,86.59628,1466.64,2346.24,2964.339,3668.25,2169.68,27.39182,4328.794
2015,GO,privada,total,16101,70.60431,1061.66,1419.22,1870.219,2171.78,1379.232,31.21366,2396.667
2015,MS,privada,total,6306,68.33175,1123.64,1647.5,1946.718,2464.76,1118.626,29.23145,2663.868
2015,MT,privada,total,5948,75.28581,1266.99,1744.91,2073.048,2531.57,1178.26,27.95955,2965.782
2015,AL,privada,total,7399,63.37343,828.58,1032.82,1359.586,1658.14,842.7286,29.98713,1813.56
2015,BA,privada,total,30053,59.15549,821.57,1220.855,1618.372,1961.63,1226.089,30.72027,2107.237
2015,CE,privada,total,21668,60.86856,809.25,960.42,1388.457,1619.77,1187.247,32.4757,1710.149
2015,MA,privada,total,12683,44.14571,828.9,1138.13,1494.297,1758.14,1040.981,31.03948,1925.673
2015,PB,privada,total,10076,53.21556,765.2154,850.9874,1154.966,1368.38,739.0487,27.48077,1681.126
2015,PE,privada,total,26121,61.62475,867.53,1149.706,1519.336,1828.24,1075.165,30.47937,1993.921
2015,PI,privada,total,7262,56.59598,822.83,1007.968,1508.118,1701.11,1270.018,29.59195,2038.551
2015,RN,privada,total,9334,69.67002,807.7,1004.02,1364.69,1653.48,964.422,33.72054,1618.824
2015,SE,privada,total,6076,72.4819,803.92,956.57,1311.023,1580.25,971.1053,32.83428,1597.139
2015,AC,privada,total,688,77.32558,1598.504,2090.022,2257.472,2648.57,1022.73,30.71078,2940.299
2015,AM,privada,total,4754,73.76946,1203.76,1814.1,2266.699,2950.92,1522.034,33.27685,2724.656
2015,AP,privada,total,1423,60.4357,1004.16,1472.658,1738.368,2121.01,946.8554,30.56882,2274.695
2015,PA,privada,total,12023,57.68943,987.18,1316.86,1811.023,2130.4,1328.342,28.82825,2512.846
2015,RO,privada,total,2834,56.49259,1202.76,1722.2,2058.229,2506.25,1174.037,29.59887,2781.498
2015,RR,privada,total,756,82.67196,1145.05,1695.781,1932.08,2342.88,1100.153,33.11616,2333.701
2015,TO,privada,total,2209,65.7311,1211.38,1766.07,2139.063,2518.9,1706.723,30.39108,2815.383
2015,ES,privada,total,7024,78.65888,1269.58,1809.8,2179.013,2660.73,1465.226,29.28459,2976.328
2015,MG,privada,total,51646,65.70499,1267.01,1796.545,2218.894,2658.13,1477.981,28.50123,3114.103
2015,RJ,privada,total,63522,75.15506,1013.25,1298.675,1955.805,2183.1,1819.602,29.71838,2632.451
2015,SP,privada,total,144334,82.51902,1437.73,2045.17,2675.542,3099.38,2066.764,31.17544,3432.884
2015,PR,privada,total,33645,66.42889,1105.76,1568.25,1965.204,2326.39,1347.937,28.55102,2753.252
2015,RS,privada,total,28297,74.28349,1254.08,1738.425,2117.626,2568.5,1291.338,27.34201,3097.982
2015,SC,privada,total,16745,79.61182,1277.87,1826.18,2127.409,2659.395,1238.378,30.42815,2796.633
2016,DF,privada,total,9888,88.19782,1583.135,2588.035,3307.182,4090.42,2457.421,27.12976,4876.094
2016,GO,privada,total,16122,71.28768,1186.5,1542.85,2045.229,2371.0,1512.024,31.25306,2617.637
2016,MS,privada,total,6124,70.18289,1238.5,1835.27,2139.669,2639.77,1238.242,28.7219,2979.842
2016,MT,privada,total,5943,74.84435,1386.57,1895.867,2284.193,2783.352,1327.268,28.00086,3263.034
2016,AL,privada,total,7704,62.99325,904.44,1069.01,1417.863,1737.21,855.2045,29.28082,1936.916
2016,BA,privada,total,31939,60.80967,905.07,1299.09,1736.188,2088.63,1306.687,30.44402,2281.155
2016,CE,privada,total,21737,61.75645,902.0,1049.73,1487.463,1783.11,1215.144,32.12506,1852.091
2016,MA,privada,total,13217,43.73912,909.33,1230.09,1612.025,1869.318,1121.341,31.58079,2041.78
2016,PB,privada,total,10438,55.97816,856.18,950.42,1265.549,1483.525,812.6476,27.3517,1850.779
2016,PE,privada,total,26666,62.80282,946.22,1229.22,1633.288,1968.98,1145.693,30.02154,2176.155
2016,PI,privada,total,7565,57.69993,921.0,1105.007,1701.526,1916.6,1489.214,29.02218,2345.139
2016,RN,privada,total,9192,70.43081,892.1,1081.25,1461.309,1792.11,1010.778,33.65299,1736.914
2016,SE,privada,total,6287,72.33975,891.11,1056.4,1400.208,1688.34,989.5997,32.6578,1715.006
2016,AC,privada,total,705,80.56738,1568.59,2070.69,2293.82,2770.62,1034.915,31.24449,2936.607
2016,AM,privada,total,4652,73.81771,1250.0,1868.59,2363.382,2965.67,1554.682,32.87387,2875.698
2016,AP,privada,total,1411,65.69809,1064.164,1550.33,1820.985,2223.548,995.7955,30.60833,2379.725
2016,PA,privada,total,12395,58.09601,1078.49,1415.35,1915.082,2237.8,1407.235,28.40999,2696.35
2016,RO,privada,total,2691,59.86622,1264.796,1811.08,2151.984,2706.44,1197.395,29.92468,2876.534
2016,RR,privada,total,770,85.71429,1263.15,1904.333,2101.095,2689.94,1088.625,30.68691,2738.751
2016,TO,privada,total,2404,63.97671,1283.88,1922.19,2297.678,2722.03,1803.624,30.05948,3057.509
2016,ES,privada,total,6793,79.90579,1375.43,1940.69,2362.722,2874.92,1578.277,29.24145,3232.017
2016,MG,privada,total,50706,66.42606,1358.9,1914.67,2378.186,2827.09,1618.993,28.20716,3372.458
2016,RJ,privada,total,63650,74.76512,1099.655,1384.7,2065.656,2286.61,1915.228,29.90825,2762.657
2016,SP,privada,total,143734,83.84098,1576.74,2187.13,2854.459,3256.1,2151.684,31.2944,3648.524
2016,PR,privada,total,33406,67.76328,1218.65,1738.85,2162.367,2557.79,1456.975,28.85124,2997.954
2016,RS,privada,total,28237,75.32316,1388.12,1935.93,2340.85,2830.24,1413.9,27.89831,3356.261
2016,SC,privada,total,16235,80.12319,1413.34,2029.8,2345.99,2917.33,1359.564,30.84292,3042.501
2017,DF,privada,total,9919,87.99274,1876.77,2777.14,3544.922,4327.55,2582.127,27.23468,5206.483
2017,GO,privada,total,15550,72.1672,1275.66,1677.08,2208.304,2601.19,1588.766,30.76458,2871.229
2017,MS,privada,total,6073,71.85905,1344.47,2023.76,2349.224,2871.93,1400.917,28.69231,3275.058
2017,MT,privada,total,5950,77.10924,1487.375,2097.306,2479.762,3055.32,1397.6,27.57291,3597.389
2017,AL,privada,total,7819,62.96202,971.19,1173.792,1568.316,1975.5,946.978,29.22257,2146.719
2017,BA,privada,total,32460,60.37585,965.54,1399.99,1853.776,2235.09,1390.885,30.25338,2451.0
2017,CE,privada,total,21661,61.87618,961.29,1122.571,1605.593,1920.85,1335.641,31.5609,2034.914
2017,MA,privada,total,13544,43.57649,967.36,1304.48,1728.26,2031.9,1204.413,31.53298,2192.321
2017,PB,privada,total,10636,56.74126,942.74,1035.14,1421.197,1647.69,967.8752,26.12039,2176.379
2017,PE,privada,total,26445,61.78484,1016.64,1287.9,1745.169,2113.02,1230.913,30.16063,2314.499
2017,PI,privada,total,7321,58.5166,984.7044,1198.9,1816.655,2044.91,1574.317,27.92663,2602.04
2017,RN,privada,total,9008,72.3135,960.85,1179.443,1558.892,1927.44,1016.504,32.66321,1909.05
2017,SE,privada,total,6404,72.37664,940.0,1086.59,1448.871,1748.42,1054.536,32.11322,1804.703
2017,AC,privada,total,643,82.42613,1650.369,2179.253,2422.054,2893.29,1115.355,28.20137,3435.37
2017,AM,privada,total,4488,74.04189,1316.83,1926.05,2499.44,3128.19,1655.992,32.4221,3083.625
2017,AP,privada,total,1384,64.66763,1122.437,1687.57,1960.365,2445.09,1106.213,31.88941,2458.954
2017,PA,privada,total,12289,57.81593,1165.28,1490.428,2013.098,2395.21,1458.355,28.3238,2842.978
2017,RO,privada,total,2574,63.94716,1313.88,1866.59,2146.507,2636.56,1142.003,28.88376,2972.614
2017,RR,privada,total,749,82.51001,1393.12,1953.73,2204.575,2687.7,1148.217,28.90248,3051.053
2017,TO,privada,total,2309,64.14032,1390.215,2056.6,2390.784,2890.293,1637.731,29.75733,3213.708
2017,ES,privada,total,6573,82.59547,1455.027,2078.305,2476.82,3036.07,1566.914,29.44006,3365.238
2017,MG,privada,total,49696,67.75998,1481.313,2074.27,2549.855,3015.17,1723.962,27.83921,3663.689
2017,RJ,privada,total,64149,74.57794,1170.4,1466.59,2188.675,2428.11,2029.815,29.89408,2928.573
2017,SP,privada,total,144476,84.28528,1708.256,2389.91,3085.526,3503.3,2325.158,31.18735,3957.408
2017,PR,privada,total,33004,70.31875,1307.88,1848.07,2293.397,2713.68,1554.089,28.42498,3227.298
2017,RS,privada,total,27992,75.92526,1500.27,2083.057,2518.957,3044.58,1508.713,27.41609,3675.151
2017,SC,privada,total,16432,80.53189,1508.25,2173.74,2479.044,3062.4,1424.949,29.82841,3324.407
2014,DF,publica,total,22000,97.29091,4085.37,6304.34,6305.998,8313.36,2380.265,35.63855,7077.727
2014,GO,publica,total,51619,94.45747,1881.85,2865.84,3101.364,4055.02,1615.557,35.83592,3461.738
2014,MS,publica,total,30218,92.39195,1693.612,2168.0,2486.729,3044.12,1231.476,24.37808,4080.271
2014,MT,publica,total,35075,94.02994,1294.735,2043.078,2227.785,2784.51,1404.617,35.36853,2519.512
2014,AL,publica,total,31446,68.77504,1392.12,1841.19,2091.166,2397.63,1325.402,29.91291,2796.339
2014,BA,publica,total,146108,84.53678,1369.94,2073.36,2644.003,3460.89,1703.395,33.59086,3148.479
2014,CE,publica,total,85557,84.30754,1071.39,1552.0,1901.279,2388.405,1250.557,32.42858,2345.189
2014,MA,publica,total,101135,68.91877,1265.3,1826.49,2051.36,2503.075,1150.906,30.98139,2648.505
2014,PB,publica,total,46796,89.28114,1136.49,1721.61,1855.147,2152.77,1326.951,34.63247,2142.668
2014,PE,publica,total,76689,91.03131,1376.39,1983.07,2283.267,2777.11,1328.923,35.92594,2542.193
2014,PI,publica,total,43508,82.12742,1198.04,2006.45,2036.444,2642.37,1118.254,35.24557,2311.15
2014,RN,publica,total,32302,88.65086,1852.01,2211.64,2506.524,2705.47,1591.83,34.86901,2875.36
2014,SE,publica,total,19702,95.05634,2537.37,3265.14,3413.665,3947.05,1521.106,38.54119,3542.874
2014,AC,publica,total,12245,79.11801,1727.58,2212.04,2392.384,2974.71,1145.393,31.18284,3068.847
2014,AM,publica,total,42061,86.07023,1471.91,1874.95,2213.693,2825.65,1197.991,30.54688,2898.749
2014,AP,publica,total,11216,77.97789,3087.79,3728.89,4112.115,5165.59,1831.784,40.76109,4035.334
2014,PA,publica,total,80437,89.24997,1749.41,2635.7,3111.099,4056.68,1822.887,30.12731,4130.604
2014,RO,publica,total,16736,98.26123,1803.12,2166.9,2230.937,2512.69,848.7095,35.47299,2515.645
2014,RR,publica,total,7730,91.88875,1818.82,2221.63,2840.704,3405.69,1533.217,31.43671,3614.506
2014,TO,publica,total,17384,95.98481,1723.83,2447.14,2703.519,3565.72,1448.828,37.1699,2909.364
2014,ES,publica,total,45196,95.92442,1648.46,2080.44,2300.914,2541.546,1365.861,28.60492,3217.508
2014,MG,publica,total,209624,97.95205,1415.34,1849.63,2176.026,2545.15,1409.305,25.83928,3368.555
2014,RJ,publica,total,131719,96.16456,,,,,,,
2014,SP,publica,total,371575,97.74393,1982.495,2615.83,2941.501,3497.99,1537.325,32.43142,3627.964
2014,PR,publica,total,112232,97.69584,1591.595,2219.34,2577.185,3013.22,1539.69,26.16076,3940.535
2014,RS,publica,total,112161,97.90747,1567.715,2036.4,2365.29,2656.19,1440.167,26.299,3597.537
2014,SC,publica,total,71214,97.35445,1467.681,2191.265,2503.97,3067.455,1536.364,29.37655,3409.481
2015,DF,publica,total,22416,97.49732,5007.1,6735.18,6895.128,8929.72,2434.147,36.09977,7640.08
2015,GO,publica,total,50424,94.65136,2088.23,3285.25,3520.34,4574.36,1903.921,36.62401,3844.843
2015,MS,publica,total,30383,96.35981,1939.39,2513.47,2878.211,3554.977,1439.992,23.49224,4900.702
2015,MT,publica,total,39768,94.10581,1413.595,2512.8,2625.343,3349.58,1657.864,35.84739,2929.467
2015,AL,publica,total,31272,72.21476,1463.29,1942.42,2072.945,2548.83,917.7218,30.63197,2706.904
2015,BA,publica,total,144775,84.68106,1534.95,2338.28,2996.235,3928.55,1960.124,33.3178,3597.158
2015,CE,publica,total,86082,89.04301,1175.35,1705.67,2106.839,2707.88,1455.048,31.6334,2664.069
2015,MA,publica,total,102397,69.24715,1403.63,2037.0,2325.804,2840.97,1379.173,30.80147,3020.381
2015,PB,publica,total,45267,90.77032,1288.91,1944.71,2083.516,2434.48,1509.114,34.76536,2397.233
2015,PE,publica,total,75170,91.74937,1526.975,2212.22,2553.867,3104.59,1636.548,35.71423,2860.336
2015,PI,publica,total,43176,83.01834,1390.485,2319.88,2394.924,3009.14,1445.078,35.6793,2684.944
2015,RN,publica,total,31741,81.92243,2069.24,2517.63,2921.256,3134.72,1984.254,35.35859,3304.72
2015,SE,publica,total,19790,88.89843,2737.38,3316.2,3541.476,4026.95,1678.65,38.47669,3681.684
2015,AC,publica,total,12172,83.07591,1809.86,2234.04,2544.602,3017.1,1412.513,31.40726,3240.782
2015,AM,publica,total,43291,84.95992,1572.71,1898.61,2268.479,2901.29,1261.692,30.18817,3005.785
2015,AP,publica,total,11655,66.92407,3464.88,4410.85,4679.177,5925.51,2061.048,39.28194,4764.711
2015,PA,publica,total,81483,90.58454,2033.0,2994.35,3415.618,4461.5,1891.733,30.20892,4522.662
2015,RO,publica,total,16316,98.38809,1991.545,2395.07,2486.638,2724.17,1072.816,35.35752,2813.137
2015,RR,publica,total,7792,93.83984,2093.926,2494.84,3073.354,3582.89,1717.092,31.13281,3948.701
2015,TO,publica,total,17895,95.17184,1917.0,2700.72,3020.516,3858.87,1645.709,37.22457,3245.723
2015,ES,publica,total,44361,95.69892,1766.13,2170.17,2496.942,2776.32,1571.166,28.98244,3446.144
2015,MG,publica,total,212193,96.98199,1466.33,1851.33,2229.073,2581.41,1506.33,25.82641,3452.393
2015,RJ,publica,total,127055,96.57392,1789.17,2394.84,2908.509,3439.63,1771.848,30.95552,3758.306
2015,SP,publica,total,360693,98.01022,2120.82,2806.35,3180.507,3782.6,1681.513,32.01694,3973.53
2015,PR,publica,total,116515,98.02858,1790.64,2429.93,2809.576,3244.325,1635.618,24.05548,4671.828
2015,RS,publica,total,112145,97.94998,1738.74,2270.34,2648.675,2974.41,1649.76,26.5999,3982.986
2015,SC,publica,total,72838,95.28406,1621.981,2452.84,2738.579,3328.87,1706.783,29.03498,3772.799
2016,DF,publica,total,22103,96.22223,4822.25,6600.42,6911.547,9022.73,2486.586,35.99375,7680.83
2016,GO,publica,total,51593,94.8869,2148.64,3607.7,3837.779,5049.18,2099.255,36.78644,4173.037
2016,MS,publica,total,30885,95.95273,2154.13,2771.994,3191.327,3863.17,1626.809,22.97327,5556.592
2016,MT,publica,total,38653,94.72486,1692.49,3044.0,2983.009,3721.35,1758.992,35.46855,3364.117
2016,AL,publica,total,31045,73.9475,1518.29,2087.22,2197.812,2729.38,967.8608,30.81717,2852.711
2016,BA,publica,total,145088,87.68127,1693.37,2591.32,3322.816,4373.42,2193.746,33.84787,3926.765
2016,CE,publica,total,85561,88.53333,1360.6,1992.436,2395.276,3051.72,1593.447,30.85795,3104.906
2016,MA,publica,total,102787,66.78666,1593.26,2298.845,2624.359,3160.14,1553.319,30.47611,3444.481
2016,PB,publica,total,44561,88.79962,1318.21,2127.29,2265.868,2633.19,1641.854,35.03508,2586.97
2016,PE,publica,total,73394,90.53192,1606.67,2436.46,2759.387,3310.96,1781.361,35.75137,3087.307
2016,PI,publica,total,46246,79.54418,1496.97,2487.64,2602.635,3290.67,1621.323,35.50694,2931.973
2016,RN,publica,total,31710,88.9404,2304.3,2768.45,3169.116,3454.3,2017.77,34.00497,3727.827
2016,SE,publica,total,19696,92.30808,2908.48,3613.23,3772.222,4240.37,1790.61,38.60344,3908.69
2016,AC,publica,total,11958,84.85533,1809.86,2103.58,2464.007,2840.49,1406.591,31.09769,3169.375
2016,AM,publica,total,44086,85.69841,1708.72,2084.48,2471.584,3170.71,1419.074,30.66079,3224.424
2016,AP,publica,total,11729,86.00051,2431.4,2851.21,3175.344,3568.63,1367.201,39.66616,3202.069
2016,PA,publica,total,81000,88.3037,2284.54,3331.255,3728.88,4849.77,1993.266,30.43811,4900.279
2016,RO,publica,total,15674,97.14176,2140.33,2557.44,2672.042,2914.13,1201.148,35.25422,3031.741
2016,RR,publica,total,7895,95.57948,2181.11,2620.52,3274.461,3833.66,1909.918,33.77337,3878.157
2016,TO,publica,total,17680,94.59842,2109.23,2937.41,3232.005,4048.08,1753.624,37.15267,3479.701
2016,ES,publica,total,42532,95.76554,1864.07,2274.43,2676.182,2962.65,1727.631,28.29957,3782.647
2016,MG,publica,total,217650,97.31404,1707.805,2139.31,2545.14,2953.5,1644.597,25.63734,3970.988
2016,RJ,publica,total,128452,96.66257,1865.08,2550.22,3203.579,3806.77,2117.54,31.23889,4102.039
2016,SP,publica,total,356439,98.00667,2241.55,3003.65,3407.695,4053.38,1835.362,32.32696,4216.536
2016,PR,publica,total,119162,96.8933,1945.95,2631.61,3082.772,3569.87,1802.47,30.30058,4069.588
2016,RS,publica,total,110977,97.87343,1852.05,2402.746,2819.876,3169.36,1770.323,26.67136,4229.069
2016,SC,publica,total,73498,97.48292,1775.333,2649.3,3008.393,3668.98,1899.756,29.35554,4099.251
2017,DF,publica,total,22323,96.73879,5061.8,6351.46,6977.907,9056.16,2422.761,35.15988,7938.489
2017,GO,publica,total,52290,95.81373,2424.97,3894.74,4164.595,5380.413,2220.567,35.72841,4662.503
2017,MS,publica,total,31569,95.95806,2286.764,2908.081,3357.958,4022.045,1728.382,22.74186,5906.214
2017,MT,publica,total,38648,94.81733,1859.16,3281.54,3359.579,4309.17,1999.624,35.35252,3801.233
2017,AL,publica,total,31207,74.4929,1571.45,2224.91,2395.864,2892.92,1498.139,29.94118,3200.761
2017,BA,publica,total,146232,87.95886,1820.66,2804.46,3589.704,4668.45,2406.273,33.76522,4252.545
2017,CE,publica,total,86517,89.41017,1415.04,2016.49,2508.675,3265.78,1743.872,29.60694,3389.307
2017,MA,publica,total,103730,68.73421,1829.23,2494.64,2836.479,3332.48,1635.086,28.99147,3913.535
2017,PB,publica,total,44467,89.24821,1466.25,2314.69,2503.318,2836.85,1896.674,34.80514,2876.952
2017,PE,publica,total,72343,91.87205,1724.1,2617.73,2963.17,3584.88,1982.115,35.9515,3296.853
2017,PI,publica,total,46862,79.09394,1617.68,2608.82,2843.471,3623.72,1869.906,34.65464,3282.067
2017,RN,publica,total,30996,89.91483,2481.36,3036.97,3503.306,3751.35,2315.606,31.1649,4496.476
2017,SE,publica,total,19993,96.61381,3184.98,3838.67,4079.521,4570.46,2039.101,38.08111,4285.086
2017,AC,publica,total,13251,78.68085,1966.55,2292.835,2642.024,3081.6,1495.732,30.73085,3438.921
2017,AM,publica,total,44950,87.65072,1680.16,2012.7,2471.118,2962.485,1482.879,29.9344,3302.044
2017,AP,publica,total,11121,86.03543,1342.45,1654.32,2284.949,2667.56,1505.76,39.74822,2299.423
2017,PA,publica,total,81545,91.08958,2408.912,3512.05,3901.288,5091.13,2067.748,29.25026,5335.048
2017,RO,publica,total,15502,96.40692,2185.745,2634.37,2830.106,3000.17,1438.596,35.09801,3225.375
2017,RR,publica,total,7360,97.32337,2597.77,3378.68,4169.368,5170.56,2432.904,33.00781,5052.584
2017,TO,publica,total,18267,95.89424,2281.535,3198.84,3434.68,4088.77,1919.985,37.44332,3669.204
2017,ES,publica,total,42287,92.92927,1965.32,2371.99,2829.202,3077.86,2003.636,26.60442,4253.733
2017,MG,publica,total,217407,97.75168,1859.69,2369.21,2814.402,3247.21,1847.453,25.47116,4419.748
2017,RJ,publica,total,125898,96.5901,1862.275,2590.565,3367.158,4080.23,2340.102,29.39534,4581.894
2017,SP,publica,total,352009,98.10033,2362.61,3166.63,3615.566,4319.54,1971.318,32.20837,4490.219
2017,PR,publica,total,115827,96.94631,2139.46,2887.895,3320.013,3852.8,1899.292,24.54554,5410.372
2017,RS,publica,total,109152,97.70045,1930.165,2499.5,2990.103,3351.075,2000.108,26.69832,4479.837
2017,SC,publica,total,74808,97.12865,1828.61,2763.93,3212.014,3926.29,2160.402,29.21195,4398.218
